500.0,625.0,558.0,500.0,375.0,492.0,500.0,625.0,558.0,500.0,375.0,442.0,0.0
500.0,600.0,533.0,500.0,400.0,467.0,500.0,650.0,583.0,500.0,400.0,417.0,1.0
500.0,575.0,508.0,500.0,425.0,492.0,500.0,675.0,558.0,500.0,375.0,442.0,2.0
500.0,600.0,483.0,500.0,450.0,467.0,500.0,700.0,583.0,500.0,350.0,467.0,3.0
500.0,625.0,458.0,500.0,475.0,492.0,500.0,725.0,608.0,500.0,375.0,442.0,4.0
500.0,650.0,433.0,500.0,450.0,467.0,500.0,700.0,633.0,500.0,400.0,467.0,5.0
500.0,675.0,408.0,500.0,475.0,492.0,500.0,725.0,658.0,500.0,425.0,442.0,6.0
500.0,700.0,383.0,500.0,450.0,467.0,500.0,750.0,683.0,500.0,450.0,417.0,7.0
500.0,675.0,558.0,500.0,375.0,492.0,500.0,675.0,558.0,500.0,325.0,442.0,0.0
500.0,650.0,533.0,500.0,400.0,517.0,500.0,700.0,583.0,500.0,350.0,467.0,1.0
500.0,625.0,558.0,500.0,375.0,492.0,500.0,725.0,608.0,500.0,375.0,492.0,2.0
500.0,600.0,583.0,500.0,400.0,517.0,500.0,750.0,583.0,500.0,350.0,467.0,3.0
500.0,575.0,558.0,500.0,425.0,542.0,500.0,775.0,558.0,500.0,325.0,442.0,4.0
500.0,550.0,533.0,500.0,400.0,567.0,500.0,800.0,583.0,500.0,300.0,417.0,5.0
500.0,525.0,558.0,500.0,375.0,592.0,500.0,775.0,558.0,500.0,275.0,392.0,6.0
500.0,500.0,533.0,500.0,400.0,617.0,500.0,750.0,533.0,500.0,250.0,367.0,7.0
500.0,525.0,508.0,500.0,425.0,642.0,500.0,725.0,508.0,500.0,225.0,342.0,8.0
500.0,550.0,483.0,500.0,400.0,617.0,500.0,700.0,483.0,500.0,250.0,317.0,9.0
500.0,525.0,508.0,500.0,375.0,592.0,500.0,675.0,458.0,500.0,225.0,292.0,10.0
500.0,550.0,533.0,500.0,350.0,617.0,500.0,700.0,433.0,500.0,250.0,317.0,11.0
500.0,525.0,558.0,500.0,375.0,642.0,500.0,675.0,408.0,500.0,225.0,342.0,12.0
500.0,550.0,533.0,500.0,350.0,667.0,500.0,650.0,383.0,500.0,200.0,367.0,13.0
500.0,525.0,508.0,500.0,325.0,692.0,500.0,625.0,358.0,500.0,225.0,392.0,14.0
500.0,500.0,483.0,500.0,300.0,667.0,500.0,650.0,383.0,500.0,200.0,417.0,15.0
500.0,475.0,458.0,500.0,325.0,642.0,500.0,675.0,408.0,500.0,225.0,392.0,16.0
500.0,450.0,433.0,500.0,300.0,617.0,500.0,700.0,433.0,500.0,200.0,367.0,17.0
500.0,475.0,458.0,500.0,325.0,642.0,500.0,725.0,458.0,500.0,175.0,392.0,18.0
500.0,500.0,483.0,500.0,300.0,667.0,500.0,750.0,433.0,500.0,150.0,367.0,19.0
500.0,475.0,458.0,500.0,275.0,692.0,500.0,725.0,408.0,500.0,175.0,392.0,20.0
500.0,500.0,433.0,500.0,250.0,667.0,500.0,700.0,383.0,500.0,150.0,367.0,21.0
500.0,475.0,458.0,500.0,225.0,692.0,500.0,675.0,408.0,500.0,175.0,342.0,22.0
500.0,500.0,483.0,500.0,200.0,667.0,500.0,650.0,383.0,500.0,150.0,367.0,23.0
500.0,525.0,458.0,500.0,175.0,692.0,500.0,675.0,358.0,500.0,175.0,392.0,24.0
