500.0,738.0,591.0,500.0,255.0,422.0,500.0,737.0,590.0,500.0,258.0,405.0,92.87866,36.94023,141.02612,0.0034905486,-0.010058322
500.0,727.0,601.0,500.0,247.0,426.0,500.0,727.0,600.0,500.0,254.0,400.0,96.30202,38.18281,143.60716,-0.0118783675,0.022594
500.0,718.0,600.0,500.0,242.0,450.0,500.0,735.0,603.0,500.0,236.0,416.0,97.724915,49.142113,149.74402,0.0075490233,-0.025125118
500.0,734.0,587.0,500.0,258.0,410.0,500.0,740.0,590.0,500.0,266.0,409.0,36.139885,38.570385,102.97071,1.3920987,-0.61711466
500.0,736.0,594.0,500.0,255.0,388.0,500.0,735.0,616.0,500.0,296.0,389.0,26.00009,38.987053,91.90157,1.4882253,-0.50258714
500.0,751.0,574.0,500.0,237.0,382.0,500.0,724.0,640.0,500.0,311.0,367.0,34.661743,35.203796,90.77538,1.4260495,-0.6073298
500.0,740.0,556.0,500.0,233.0,388.0,500.0,718.0,650.0,500.0,306.0,360.0,36.977676,33.686146,93.98974,1.4749157,-0.52561206
500.0,728.0,549.0,500.0,243.0,379.0,500.0,715.0,656.0,500.0,304.0,354.0,41.020145,33.92563,98.6385,1.5180571,-0.6277438
500.0,724.0,549.0,500.0,240.0,375.0,500.0,709.0,661.0,500.0,300.0,343.0,44.106945,30.175257,98.85876,-15.306784,-12.016063
500.0,731.0,548.0,500.0,239.0,385.0,500.0,692.0,640.0,500.0,305.0,344.0,44.493633,28.832108,98.94859,0.0,0.0
500.0,737.0,589.0,500.0,263.0,425.0,500.0,741.0,590.0,500.0,260.0,416.0,146.12228,32.061104,256.9184,1.382162,-0.667274
500.0,745.0,599.0,500.0,269.0,440.0,500.0,741.0,591.0,500.0,260.0,422.0,150.16203,40.2518,255.86797,1.2769678,-0.5726114
500.0,745.0,589.0,500.0,247.0,459.0,500.0,734.0,572.0,500.0,269.0,444.0,149.2194,48.82579,259.85022,1.0787052,-0.68032193
500.0,755.0,576.0,500.0,242.0,472.0,500.0,736.0,572.0,500.0,274.0,459.0,158.94281,49.14687,268.5434,1.1014355,-0.4908519
500.0,736.0,561.0,500.0,228.0,475.0,500.0,725.0,578.0,500.0,271.0,454.0,148.39462,48.734596,256.7602,0.8559831,-0.6092428
500.0,740.0,552.0,500.0,238.0,486.0,500.0,731.0,564.0,500.0,283.0,452.0,148.1182,48.057495,252.57976,-21.10295,-12.730641
500.0,751.0,543.0,500.0,239.0,499.0,500.0,738.0,544.0,500.0,277.0,431.0,150.43024,38.459248,248.26534,-2.0838861,-5.8062572
500.0,745.0,537.0,500.0,248.0,503.0,500.0,733.0,541.0,500.0,258.0,421.0,151.46901,34.82123,253.75052,-3.168116,6.7738156
500.0,781.0,537.0,500.0,261.0,542.0,500.0,749.0,560.0,500.0,237.0,425.0,141.53069,13.694289,272.08823,-7.8913174,-4.773604
500.0,805.0,539.0,500.0,255.0,535.0,500.0,764.0,553.0,500.0,230.0,424.0,140.00279,15.728508,276.1074,3.886566,8.54686
500.0,806.0,521.0,500.0,233.0,532.0,500.0,757.0,551.0,500.0,236.0,433.0,144.65617,19.92478,273.3051,-2.7477086,-4.1960855
