Best Overall Speed,Number of Evaluations,Speeds
10.529551835280278,0,10.529551835280278
10.529551835280278,1,9.613624190648627
12.398729531359637,2,12.398729531359637
12.398729531359637,3,11.538778222207377
12.398729531359637,4,11.859959642610587
12.398729531359637,5,9.71106172232749
12.398729531359637,6,11.326798346841882
12.398729531359637,7,12.16224512769515
13.145973389211946,8,13.145973389211946
13.83659702018644,9,13.83659702018644
13.83659702018644,10,9.992134116892093
13.83659702018644,11,11.273799583082369
13.83659702018644,12,11.856971018986712
13.83659702018644,13,10.06130679347578
13.83659702018644,14,12.698305911740274
13.83659702018644,15,12.567697710025666
13.83659702018644,16,13.029876192944048
13.83659702018644,17,10.219518829010521
13.83659702018644,18,9.62038962241688
13.83659702018644,19,12.849111647157109
13.83659702018644,20,10.497329836627655
13.83659702018644,21,11.590513378923418
13.83659702018644,22,13.787298496093692
13.83659702018644,23,12.719040368024464
13.83659702018644,24,12.054479164295216
13.83659702018644,25,12.761070918786817
13.83659702018644,26,12.262101156316417
13.83659702018644,27,10.82338216127468
13.83659702018644,28,12.543526382114122
13.83659702018644,29,12.886137984228448
13.83659702018644,30,12.802139332599099
13.83659702018644,31,9.412224532240424
13.83659702018644,32,11.804609273211629
13.83659702018644,33,12.195689369927134
13.83659702018644,34,11.629044904835089
13.83659702018644,35,10.723581130083955
13.83659702018644,36,13.643599796834218
13.83659702018644,37,12.452520451411285
13.83659702018644,38,12.907049116991104
13.83659702018644,39,11.471095726974397
13.83659702018644,40,13.05277398695643
13.83659702018644,41,12.31936611256934
13.83659702018644,42,13.216301440468321
13.83659702018644,43,10.953439456413527
13.83659702018644,44,9.87884902864659
13.83659702018644,45,12.727566705380212
13.83659702018644,46,12.980935403198183
13.83659702018644,47,13.145050049337675
13.83659702018644,48,10.562638282217263
13.83659702018644,49,11.159432199063692
13.83659702018644,50,10.051584011601118
13.83659702018644,51,12.913149630655878
13.83659702018644,52,11.830478741715941
13.83659702018644,53,11.302441436721677
13.83659702018644,54,12.834903270274333
13.83659702018644,55,12.565665802406736
13.83659702018644,56,13.222767729134574
13.83659702018644,57,12.797490468781092
13.83659702018644,58,10.256897505568434
13.83659702018644,59,12.787213926458142
13.83659702018644,60,12.931317108418227
13.83659702018644,61,12.67307214136857
13.83659702018644,62,10.967272629435396
13.83659702018644,63,11.663704329887684
13.83659702018644,64,11.00587687497174
13.83659702018644,65,10.409141308728802
13.83659702018644,66,11.1249257107942
13.83659702018644,67,12.560155763915558
13.83659702018644,68,12.629669683817593
13.88015560865045,69,13.88015560865045
13.88015560865045,70,12.374615124052966
13.88015560865045,71,12.274870422325035
13.88015560865045,72,11.067115768774219
13.88015560865045,73,13.793669629407235
13.88015560865045,74,12.563283494232257
13.88015560865045,75,13.821626713292613
13.88015560865045,76,10.829509780584292
13.88015560865045,77,12.559814066251763
13.88015560865045,78,12.041702212160633
13.88015560865045,79,12.307380985171513
13.88015560865045,80,10.248131205089459
13.88015560865045,81,9.863454043130398
13.88015560865045,82,13.78705228984835
13.88015560865045,83,13.576925982608937
13.88015560865045,84,12.060342729163503
13.88015560865045,85,12.806501537423424
13.88015560865045,86,9.340119669494747
13.88015560865045,87,11.97430271208181
13.88015560865045,88,13.218970670807844
13.88015560865045,89,12.369593764946293
13.88015560865045,90,11.755479886789598
13.88015560865045,91,12.987150796974458
13.88015560865045,92,11.730961472560809
13.88015560865045,93,12.498279734467513
13.974803725871446,94,13.974803725871446
13.974803725871446,95,13.807890247643025
13.974803725871446,96,12.401327792803817
13.974803725871446,97,11.117606464653548
13.974803725871446,98,12.60818712754895
13.974803725871446,99,12.587883204995999
13.974803725871446,100,9.86137258301816
13.974803725871446,101,12.403465980605137
13.974803725871446,102,12.176441692109494
13.974803725871446,103,10.27965913052595
13.974803725871446,104,11.509446203412999
13.974803725871446,105,12.648249943163743
13.974803725871446,106,12.509843048931325
13.974803725871446,107,13.761218367152038
13.974803725871446,108,13.726049319220758
13.974803725871446,109,12.762732895788076
13.974803725871446,110,11.744967212851165
13.974803725871446,111,11.261745576616088
13.974803725871446,112,12.634471395280231
13.974803725871446,113,13.030265406819257
13.974803725871446,114,12.683918695107849
13.974803725871446,115,10.107478977324936
13.974803725871446,116,12.508434035252717
13.974803725871446,117,12.38737444343509
13.974803725871446,118,11.068304405698642
13.974803725871446,119,9.916250957406495
13.974803725871446,120,9.675549176208971
13.974803725871446,121,12.611028654947608
13.974803725871446,122,12.432196059240601
13.974803725871446,123,10.738615875844438
13.974803725871446,124,11.543293213313937
13.974803725871446,125,9.715117028524645
13.974803725871446,126,12.68716171362918
13.974803725871446,127,12.121390344584366
13.974803725871446,128,11.374323305548362
13.974803725871446,129,9.948853963421527
13.974803725871446,130,12.236159667764678
13.974803725871446,131,12.31551755383055
13.974803725871446,132,12.153403999789928
13.974803725871446,133,10.189343733743158
13.974803725871446,134,11.340427436483044
13.974803725871446,135,13.608823774772596
13.974803725871446,136,11.545394131627782
13.974803725871446,137,10.25313002336022
13.974803725871446,138,12.146836237169344
13.974803725871446,139,13.329696112506728
13.974803725871446,140,10.080003351813703
13.974803725871446,141,12.588112702081618
13.974803725871446,142,13.01243273966005
13.974803725871446,143,13.142656641962361
13.974803725871446,144,11.859924295100539
13.974803725871446,145,9.719085417573904
13.974803725871446,146,11.828760709307446
13.974803725871446,147,12.425874591482277
13.974803725871446,148,11.473078581813617
13.974803725871446,149,11.203348948012628
13.974803725871446,150,9.526258146660494
13.974803725871446,151,12.57869959927509
13.974803725871446,152,11.132752546222966
13.974803725871446,153,12.078920635622094
13.974803725871446,154,13.07075179411409
13.974803725871446,155,11.742726231957208
13.974803725871446,156,12.294408889295477
13.974803725871446,157,10.958308330258248
13.974803725871446,158,11.84929589846288
13.974803725871446,159,13.24744467035581
13.974803725871446,160,12.254892514639215
13.974803725871446,161,12.53559255647711
13.974803725871446,162,12.429749841044968
13.974803725871446,163,11.717881905285376
13.974803725871446,164,9.725080954294043
13.974803725871446,165,12.660530745758034
13.974803725871446,166,12.96327349408144
13.974803725871446,167,11.623648483666978
13.974803725871446,168,11.103457938367194
13.974803725871446,169,10.021409090641345
13.974803725871446,170,9.516722795690505
13.974803725871446,171,13.160217500268608
13.974803725871446,172,10.956773388904832
13.974803725871446,173,12.204319271484586
13.974803725871446,174,13.452971232865126
13.974803725871446,175,11.207459298203105
13.974803725871446,176,9.36909934357415
13.974803725871446,177,13.338003028007217
13.974803725871446,178,12.616568373392141
13.974803725871446,179,13.61161435413003
13.974803725871446,180,11.204162670621757
13.974803725871446,181,11.928084490501744
13.974803725871446,182,11.60249039321093
13.974803725871446,183,12.678863217872712
13.974803725871446,184,13.666710080796324
13.974803725871446,185,9.600376751804092
13.974803725871446,186,11.950441659497967
13.974803725871446,187,13.643558588528064
13.974803725871446,188,13.442091781673568
13.974803725871446,189,9.68134754363602
13.974803725871446,190,12.450018348277109
13.974803725871446,191,13.65898375156725
13.974803725871446,192,11.234413813752525
13.974803725871446,193,13.683473615757793
13.974803725871446,194,9.97344009992013
13.974803725871446,195,11.319618664580995
13.974803725871446,196,13.128138212907391
13.974803725871446,197,11.736068327588551
13.974803725871446,198,10.618474121680363
13.974803725871446,199,9.641327622517432
13.974803725871446,200,12.095411822881806
13.974803725871446,201,12.548894556752435
13.974803725871446,202,12.622237200670487
13.974803725871446,203,12.769310465758613
13.974803725871446,204,12.090805790464179
13.974803725871446,205,12.572271369617537
13.974803725871446,206,12.917737247662096
13.974803725871446,207,11.980082911052914
13.974803725871446,208,9.86161700969831
13.974803725871446,209,12.312774400165862
13.974803725871446,210,12.586087845264329
13.974803725871446,211,11.075066157435716
13.974803725871446,212,13.232236436622312
13.974803725871446,213,13.194152849836652
13.974803725871446,214,12.548908351588462
13.974803725871446,215,9.91722590394799
