Best Overall Speed,Number of Evaluations,Speed
19.22938944879173,0,19.22938944879173
19.22938944879173,1,15.360162866637392
19.22938944879173,2,0.9015596293448512
19.22938944879173,3,0.9304457536608634
19.22938944879173,4,2.297107426626737
19.22938944879173,5,4.660850417811448
19.22938944879173,6,3.2045600638876888
19.22938944879173,7,6.241051453269144
19.22938944879173,8,5.690698268162017
19.22938944879173,9,7.305941153286093
19.22938944879173,10,1.5021814741847972
19.22938944879173,11,3.4035266010081675
19.22938944879173,12,0.5609260996316405
19.22938944879173,13,10.989155150796147
19.22938944879173,14,2.754342606215971
19.22938944879173,15,9.131792660986676
19.22938944879173,16,4.336836736720765
19.22938944879173,17,4.3775284449724845
19.22938944879173,18,7.936387936322063
19.22938944879173,19,1.052981690766156
19.22938944879173,20,4.8676300376671575
19.22938944879173,21,2.0536335696984263
19.22938944879173,22,6.835006631242929
19.22938944879173,23,1.4465628976646396
19.22938944879173,24,2.9428107284755534
19.22938944879173,25,1.8747734233415032
19.22938944879173,26,4.964583776981641
19.22938944879173,27,1.6724143314941275
19.22938944879173,28,3.7778624058808443
19.22938944879173,29,7.4607541972905045
19.22938944879173,30,5.840406256023433
19.22938944879173,31,7.94283888833298
19.22938944879173,32,1.325529184988335
19.22938944879173,33,2.8149304172207597
19.22938944879173,34,5.670589484292962
19.22938944879173,35,1.2694474840147878
19.22938944879173,36,4.639819612237599
19.22938944879173,37,0.36935709001666606
19.22938944879173,38,2.4317773490898156
19.22938944879173,39,3.2578349094766885
19.22938944879173,40,2.9853419471193052
19.22938944879173,41,4.720000091025267
19.22938944879173,42,3.4904767034408155
19.22938944879173,43,9.704093074627213
19.22938944879173,44,6.1141468690431156
19.22938944879173,45,0.2702421615628338
19.22938944879173,46,3.8053601399509662
19.22938944879173,47,7.511499903694958
19.22938944879173,48,0.48478561856478297
19.22938944879173,49,2.0981394276912555
19.22938944879173,50,3.8619337193104157
19.22938944879173,51,2.7867459521642557
19.22938944879173,52,11.379180171188993
19.22938944879173,53,0.5504787360794904
19.22938944879173,54,5.141488790922575
19.22938944879173,55,5.3252000838027165
19.22938944879173,56,1.3950720667799104
19.22938944879173,57,3.570285334032979
19.22938944879173,58,2.28707666879735
19.22938944879173,59,7.215256639549861
19.22938944879173,60,1.0218033740858337
19.22938944879173,61,1.308140982861828
19.22938944879173,62,10.162425975033239
19.22938944879173,63,3.4671820690340254
19.22938944879173,64,13.014959643337868
19.22938944879173,65,5.951390674634279
19.22938944879173,66,2.7640341634507473
19.22938944879173,67,3.589192230643071
19.22938944879173,68,11.77103145101721
19.22938944879173,69,8.803925842912745
19.22938944879173,70,0.6657490904355663
19.22938944879173,71,1.0404007094050354
19.22938944879173,72,8.934677245897669
19.22938944879173,73,0.04888178487166015
19.22938944879173,74,1.0712772434420152
19.22938944879173,75,1.877554172672135
19.22938944879173,76,3.3409386272433492
19.22938944879173,77,2.801362322785194
19.22938944879173,78,5.875917116224977
19.22938944879173,79,1.1644762880576973
24.520332453934717,80,24.520332453934717
24.520332453934717,81,0.6525151539647687
24.520332453934717,82,3.1690018343225344
24.520332453934717,83,6.27998997944398
24.520332453934717,84,0.9407262872779538
24.520332453934717,85,6.700894280991921
24.520332453934717,86,6.3143286325622014
24.520332453934717,87,1.356428642642479
24.520332453934717,88,7.033825596521083
24.520332453934717,89,9.757384444037253
24.520332453934717,90,5.807400626753175
24.520332453934717,91,0.9869388918349072
24.520332453934717,92,1.9845758643701263
24.520332453934717,93,0.48031078894791474
24.520332453934717,94,2.7809765237416535
24.520332453934717,95,7.072496329590072
24.520332453934717,96,10.607196710944331
24.520332453934717,97,9.906499732606639
24.520332453934717,98,9.393468856588733
24.520332453934717,99,2.372723736537592
24.520332453934717,100,2.205591648026046
24.520332453934717,101,9.564340051533222
24.520332453934717,102,0.5474424977851327
24.520332453934717,103,5.313645075082209
24.520332453934717,104,5.6198489425437845
24.520332453934717,105,5.675207864356616
24.520332453934717,106,4.757726508261029
24.520332453934717,107,6.032658468213394
24.520332453934717,108,3.5682639684210065
24.520332453934717,109,3.4405847831582097
24.520332453934717,110,6.881031355633679
24.520332453934717,111,4.237117180873803
24.520332453934717,112,21.756408067954016
24.520332453934717,113,3.6669740020436628
24.520332453934717,114,0.33066924067370873
24.520332453934717,115,1.504911274063225
24.520332453934717,116,9.354889059868237
24.520332453934717,117,2.931375386103109
24.520332453934717,118,9.199726953931604
24.520332453934717,119,10.835088220182966
24.520332453934717,120,2.5906793714557907
24.520332453934717,121,7.54813950945831
24.520332453934717,122,4.5281738274558645
24.520332453934717,123,1.527209908428209
24.520332453934717,124,1.7688271114601672
24.520332453934717,125,7.890286358480679
24.520332453934717,126,0.18781023814502096
24.520332453934717,127,3.1024243945988137
24.520332453934717,128,0.7537777205278242
24.520332453934717,129,2.6634187517664683
24.520332453934717,130,2.7078285555806882
24.520332453934717,131,1.8915294398111544
24.520332453934717,132,2.123013530506135
24.520332453934717,133,0.6980623823384108
24.520332453934717,134,8.028829997209742
24.520332453934717,135,3.8784329740273447
24.520332453934717,136,2.318111403821502
24.520332453934717,137,10.034408153537909
24.520332453934717,138,0.5769199327017382
33.870403377837754,139,33.870403377837754
33.870403377837754,140,8.557958783157806
33.870403377837754,141,3.3132184651900016
33.870403377837754,142,3.164462547697584
33.870403377837754,143,0.7511431999130194
33.870403377837754,144,5.065323514497536
33.870403377837754,145,2.532017475743532
33.870403377837754,146,1.4645691358680903
33.870403377837754,147,2.6086998804626997
33.870403377837754,148,3.9328785037928244
33.870403377837754,149,14.641444367149342
33.870403377837754,150,6.871119433586151
33.870403377837754,151,0.6737036205180101
33.870403377837754,152,1.399918839791351
33.870403377837754,153,4.1023146056073525
33.870403377837754,154,5.2395995135941815
33.870403377837754,155,1.8826977307942616
33.870403377837754,156,2.9000405745672877
33.870403377837754,157,0.5885586626096366
33.870403377837754,158,0.19340426703988087
