500.0,738.0,588.0,500.0,258.0,417.0,500.0,739.0,583.0,500.0,259.0,413.0,70.56818,13.285221,150.86432,0.02286253,-0.0009926936
500.0,745.0,588.0,500.0,260.0,417.0,500.0,741.0,578.0,500.0,256.0,413.0,71.55868,11.392367,152.9991,-0.026505377,0.01038175
500.0,746.0,588.0,500.0,261.0,418.0,500.0,743.0,574.0,500.0,252.0,413.0,70.7862,11.952614,153.02852,-0.0099957315,-0.00024180558
500.0,750.0,583.0,500.0,261.0,427.0,500.0,749.0,576.0,500.0,256.0,416.0,71.23703,13.688257,151.52484,0.039190933,-0.0013305874
500.0,751.0,579.0,500.0,256.0,427.0,500.0,743.0,577.0,500.0,260.0,416.0,70.36661,14.363341,147.9898,-0.011684013,-0.004179524
500.0,752.0,578.0,500.0,255.0,430.0,500.0,738.0,577.0,500.0,266.0,419.0,69.03908,14.599251,145.05785,-9.002543,-16.381577
500.0,755.0,579.0,500.0,255.0,435.0,500.0,733.0,577.0,500.0,270.0,416.0,68.63646,12.367108,144.86241,-1.2503997,-2.2021754
500.0,754.0,583.0,500.0,260.0,435.0,500.0,730.0,577.0,500.0,271.0,411.0,69.247604,13.409516,144.08786,-3.8172164,0.65323365
500.0,755.0,586.0,500.0,258.0,435.0,500.0,733.0,581.0,500.0,271.0,411.0,67.27702,15.919212,142.5748,-2.5460083,-2.463922
500.0,762.0,587.0,500.0,255.0,435.0,500.0,739.0,584.0,500.0,271.0,410.0,66.74866,16.114561,140.39792,3.211898,0.18826
500.0,766.0,586.0,500.0,250.0,439.0,500.0,741.0,582.0,500.0,268.0,416.0,67.12175,13.452895,140.14992,2.9711747,0.09332183
500.0,771.0,587.0,500.0,253.0,440.0,500.0,741.0,577.0,500.0,269.0,422.0,66.82988,13.789039,139.78421,2.805578,-0.33247298
500.0,771.0,591.0,500.0,255.0,435.0,500.0,743.0,577.0,500.0,269.0,422.0,65.93461,15.204534,139.97488,2.4058886,-0.6695068
500.0,768.0,595.0,500.0,260.0,432.0,500.0,749.0,578.0,500.0,267.0,422.0,68.5263,17.821642,141.78316,1.7252162,-0.9572949
500.0,764.0,598.0,500.0,255.0,431.0,500.0,751.0,579.0,500.0,259.0,422.0,70.06858,17.683481,141.99196,-0.88043505,-2.3603172
500.0,763.0,599.0,500.0,250.0,429.0,500.0,751.0,578.0,500.0,258.0,420.0,70.39029,16.516665,142.14148,-2.5704985,-0.9545082
500.0,762.0,599.0,500.0,250.0,427.0,500.0,751.0,576.0,500.0,260.0,413.0,69.2861,15.4939785,141.38188,-2.188356,-1.1593983
500.0,762.0,599.0,500.0,250.0,423.0,500.0,750.0,576.0,500.0,261.0,414.0,69.05657,15.549511,141.10738,0.69253314,-1.0335481
500.0,760.0,597.0,500.0,250.0,427.0,500.0,749.0,574.0,500.0,260.0,416.0,68.41133,15.373827,139.91844,-1.6417717,0.004087677
500.0,762.0,592.0,500.0,253.0,431.0,500.0,749.0,571.0,500.0,260.0,422.0,66.957664,16.605253,140.5516,-4.3335013,1.6394706
500.0,762.0,589.0,500.0,255.0,432.0,500.0,750.0,571.0,500.0,260.0,425.0,67.70918,18.78787,140.855,0.051043116,1.7212127
500.0,759.0,586.0,500.0,253.0,435.0,500.0,749.0,575.0,500.0,262.0,430.0,67.01092,20.559471,138.00923,2.496031,0.27330226
500.0,758.0,586.0,500.0,255.0,435.0,500.0,743.0,577.0,500.0,259.0,431.0,66.82696,21.01946,140.33696,2.5268729,-0.1715577
500.0,760.0,583.0,500.0,260.0,435.0,500.0,743.0,582.0,500.0,259.0,427.0,67.19827,19.949965,141.40176,-1.57397,0.21214825
500.0,761.0,583.0,500.0,263.0,429.0,500.0,743.0,585.0,500.0,262.0,422.0,64.62031,18.959236,138.83879,-4.231857,0.15334085
500.0,769.0,583.0,500.0,261.0,424.0,500.0,743.0,583.0,500.0,267.0,419.0,64.11741,17.27633,137.42287,-0.69412655,-0.18206541
500.0,774.0,587.0,500.0,261.0,418.0,500.0,738.0,580.0,500.0,273.0,422.0,62.403572,18.388577,135.90271,-1.0277989,0.8247856
500.0,775.0,592.0,500.0,261.0,416.0,500.0,734.0,584.0,500.0,274.0,424.0,61.67026,19.790003,135.3383,-0.39562827,0.30745417
