500.0,640.8591,524.96954,500.0,354.94067,483.33713,500.0,635.6391,523.68634,500.0,332.1648,448.3699
500.0,648.5222,536.23785,500.0,368.38852,464.06155,500.0,661.57043,523.65265,500.0,373.3197,470.3321
500.0,651.8028,527.23486,500.0,382.91776,470.12985,500.0,656.5568,520.5592,500.0,361.75467,460.188
500.0,658.569,539.49,500.0,378.45026,454.26157,500.0,672.05743,516.04205,500.0,351.48788,454.28824
500.0,669.4393,550.61255,500.0,354.88586,467.84607,500.0,696.1424,504.64603,500.0,333.92017,453.52734
500.0,676.82715,550.2451,500.0,333.05893,462.41803,500.0,685.83014,515.5824,500.0,319.1533,429.87222
500.0,674.7117,549.2095,500.0,355.68832,466.35464,500.0,668.44006,507.21548,500.0,336.97476,421.96912
500.0,680.4292,553.81287,500.0,351.30276,442.77576,500.0,658.7015,518.04724,500.0,314.13574,413.6787
500.0,656.8383,549.39386,500.0,344.22388,436.16293,500.0,633.88947,510.0768,500.0,291.3775,395.23056
500.0,681.11395,528.861,500.0,351.44928,414.07974,500.0,627.1609,498.44254,500.0,287.44965,418.95642
500.0,682.1542,539.1656,500.0,341.60303,431.74026,500.0,612.7587,500.68106,500.0,286.96927,403.0749
500.0,666.79004,544.9466,500.0,334.08755,450.20114,500.0,607.7924,491.78625,500.0,266.52628,392.88815
500.0,688.17126,551.29364,500.0,327.66412,450.07983,500.0,615.4885,493.4371,500.0,247.76933,385.64377
500.0,673.3266,562.6852,500.0,340.2669,441.26364,500.0,595.9967,502.0396,500.0,265.21487,397.89548
500.0,685.0237,552.21173,500.0,349.1817,438.80954,500.0,592.64264,506.90115,500.0,245.98303,401.17984
500.0,662.428,574.9793,500.0,373.40738,450.25928,500.0,613.7656,519.00195,500.0,224.75594,407.99664
500.0,654.21124,569.7421,500.0,392.02866,453.46475,500.0,604.78467,508.64172,500.0,229.75558,417.76166
500.0,659.7291,585.545,500.0,399.2162,436.01968,500.0,589.0645,495.91864,500.0,229.61589,421.67477
500.0,663.40094,571.84296,500.0,388.96228,460.01837,500.0,606.27277,499.27722,500.0,232.12189,443.9191
500.0,640.4116,563.1051,500.0,383.10275,465.02463,500.0,613.01624,509.84567,500.0,213.23602,439.70273
500.0,633.658,579.00934,500.0,380.80496,456.8556,500.0,615.75854,530.1396,500.0,219.35754,427.55127
500.0,646.4602,556.221,500.0,380.87268,453.80258,500.0,601.68823,512.31537,500.0,207.85576,430.40244
500.0,656.4293,535.54767,500.0,401.3126,455.60474,500.0,609.85846,492.12677,500.0,202.37952,441.06158
500.0,642.3776245117188,548.3129272460938,500.0,335.3967590332031,464.27655029296875,500.0,634.090087890625,517.0646362304688,500.0,337.5015869140625,480.8476257324219,0.0
500.0,636.0120849609375,534.0174560546875,500.0,318.2831726074219,442.22357177734375,500.0,634.5624389648438,503.7363586425781,500.0,359.16314697265625,485.542724609375,1.0
500.0,648.8532104492188,518.919189453125,500.0,342.9920654296875,461.108642578125,500.0,627.7496337890625,502.9578552246094,500.0,365.1988830566406,500.4097900390625,2.0
500.0,624.829345703125,498.3392028808594,500.0,353.56622314453125,482.8460693359375,500.0,643.5311889648438,479.0828552246094,500.0,370.67742919921875,484.4096374511719,3.0
500.0,604.6492919921875,518.2429809570312,500.0,357.4933166503906,482.0071716308594,500.0,629.4761962890625,477.58319091796875,500.0,359.9932556152344,504.3799743652344,4.0
500.0,600.72021484375,537.8743896484375,500.0,339.9111022949219,457.6295471191406,500.0,613.967529296875,499.7019958496094,500.0,353.2947692871094,485.10296630859375,5.0
500.0,579.3181762695312,534.3675537109375,500.0,315.4586486816406,457.45025634765625,500.0,613.926513671875,476.8080139160156,500.0,371.008056640625,478.68292236328125,6.0
500.0,575.82666015625,519.4354858398438,500.0,318.4227600097656,468.2286376953125,500.0,607.9474487304688,499.77569580078125,500.0,371.2518310546875,462.4324951171875,7.0
500.0,570.3794555664062,513.90771484375,500.0,338.78326416015625,483.50927734375,500.0,618.0984497070312,475.21453857421875,500.0,352.9068298339844,452.83544921875,8.0
500.0,562.0203247070312,537.8329467773438,500.0,331.56219482421875,491.25201416015625,500.0,598.09375,454.47930908203125,500.0,374.94970703125,431.1554260253906,9.0
500.0,552.7062377929688,554.271484375,500.0,313.3154602050781,477.710693359375,500.0,601.2669677734375,455.8276672363281,500.0,389.11279296875,412.8701171875,10.0
500.0,537.0220947265625,550.7076416015625,500.0,332.11334228515625,461.6387023925781,500.0,585.1743774414062,468.8490295410156,500.0,413.0686340332031,406.068115234375,11.0
500.0,523.245361328125,535.122802734375,500.0,356.9828796386719,483.65069580078125,500.0,592.5948486328125,475.76739501953125,500.0,434.91552734375,388.9610595703125,12.0
500.0,525.2591552734375,541.2276000976562,500.0,341.0314025878906,476.1982727050781,500.0,586.4031372070312,486.4280700683594,500.0,456.1716613769531,366.1820068359375,13.0
500.0,547.5557250976562,531.9979858398438,500.0,342.75469970703125,470.6643981933594,500.0,611.3432006835938,507.522216796875,500.0,437.2953186035156,380.4779968261719,14.0
500.0,568.2874145507812,533.2811279296875,500.0,322.26788330078125,494.330078125,500.0,616.5657348632812,495.31292724609375,500.0,424.0000305175781,359.1089782714844,15.0
500.0,562.5960083007812,530.1299438476562,500.0,322.6097717285156,496.19415283203125,500.0,608.4544067382812,473.1041259765625,500.0,418.6105041503906,371.8658447265625,16.0
500.0,551.9583129882812,513.67236328125,500.0,337.0330810546875,472.48541259765625,500.0,633.253173828125,455.3544616699219,500.0,412.47021484375,363.8312683105469,17.0
500.0,552.7474365234375,517.8209228515625,500.0,333.06842041015625,458.3066101074219,500.0,633.9789428710938,469.09320068359375,500.0,416.19451904296875,380.6571350097656,18.0
500.0,563.5328369140625,539.6700439453125,500.0,333.655517578125,462.0207214355469,500.0,641.925048828125,490.31280517578125,500.0,427.4384765625,395.7139892578125,19.0
